finnkode,url,tittel,adresse,postnummer,poststed,prisantydning,totalpris,omkostninger,fellesutgifter,formuesverdi,boligtype,eierform,soverom,primærrom,bruksareal,tomteareal,byggeår,etasje,beskrivelse,megler_navn,megler_firma,megler_telefon,kvadratmeterpris,alder
398290726,https://www.finn.no/realestate/homes/ad.html?finnkode=398290726,Meget pen 3-roms selveierleilighet. Overbygget uteplass. Garasjeplass. Svært sentralt!,,,,0,2963600,73600,3757,762899,Leilighet,Eier (Selveier),2,2,64,1,2018,1,"Velkommen til Smedstuvegen 11! Dette er en lys og pen 3-roms selveierleilighet fra 2018 med god planløsning og standard. Leiligheten ligger i 1. etasje, og inneholder gang, flott kjøkken med mye skap- og benkeplass, lys stue, to soverom og flislagt bad med gulvvarme. Utgang fra stuen til overbygget uteplass med steinheller.Det medfølger garasjeplass og sportsbod i kjelleranlegg. Leiligheten varmes opp med fjernvarme. Svært sentral beliggenhet i Nannestad med kort vei til dagligvarebutikker og servicetilbud. Det er også flere fine rekreasjonsmuligheter i Nannestad med blant annet flotte tur- og skiløyper i Romeriksåsen, samt flere bade- og fiskevann. Like ved leiligheten ligger også Nannestadhallen og fotballbane, samt den nyere svømmehallen.",,,,0,7
